trial,state,objective_value,seed,game_score,win,move_count,remaining_food,remaining_capsules,food_closeness_reward,remaining_food_penalty,scared_ghost_reward,dangerous_ghost_collision_penalty,dangerous_ghost_distance_penalty,remaining_capsule_penalty
0,TrialState.COMPLETE,1274.0,0,1274.0,True,351,0,0,10.0,4.0,200.0,500.0,2.0,20.0
